Time,ID,world_x,world_y,world_z
1052.633,523031,4.585,-8.96,0.0
1052.667,523031,4.554,-8.988,0.0
1052.7,523031,4.67,-8.877,0.0
1052.733,523031,4.638,-8.904,0.0
1052.767,523031,4.722,-8.855,0.0
1052.8,523031,4.69,-8.881,0.0
1052.833,523031,4.659,-8.908,0.0
1052.867,523031,4.649,-8.939,0.0
1052.9,523031,4.67,-8.944,0.0
1052.933,523031,4.68,-8.912,0.0
1052.966,523031,4.694,-8.905,0.0
1053.0,523031,4.709,-8.898,0.0
1053.033,523031,4.724,-8.891,0.0
1053.066,523031,4.738,-8.884,0.0
1053.1,523031,4.752,-8.878,0.0
1053.133,523031,4.767,-8.871,0.0
1053.166,523031,4.782,-8.864,0.0
1053.2,523031,4.796,-8.857,0.0
1053.233,523031,4.81,-8.85,0.0
1053.266,523031,4.825,-8.843,0.0
1053.333,523031,4.825,-8.843,0.0
1053.367,523031,4.866,-8.818,0.0
1053.4,523031,4.836,-8.845,0.0
1053.433,523031,4.856,-8.816,0.0
1053.467,523031,4.825,-8.843,0.0
1053.5,523031,4.871,-8.82,0.0
1053.534,523031,4.917,-8.796,0.0
1053.633,523031,4.917,-8.796,0.0
1053.667,523031,4.907,-8.794,0.0
1053.7,523031,4.956,-8.74,0.0
1053.733,523031,4.986,-8.714,0.0
1053.767,523031,5.055,-8.665,0.0
1053.8,523031,5.016,-8.689,0.0
1053.833,523031,4.976,-8.712,0.0
1053.867,523031,5.035,-8.661,0.0
1053.9,523031,5.045,-8.663,0.0
1053.933,523031,5.045,-8.663,0.0
1053.967,523031,5.055,-8.665,0.0
1054.0,523031,5.055,-8.665,0.0
1054.033,523031,4.997,-8.748,0.0
1054.066,523031,4.996,-8.717,0.0
1054.1,523031,4.995,-8.685,0.0
1054.167,523031,4.995,-8.685,0.0
1054.2,523031,4.995,-8.685,0.0
1054.233,523031,4.905,-8.73,0.0
1054.266,523031,4.895,-8.741,0.0
1054.3,523031,4.885,-8.752,0.0
1054.333,523031,4.875,-8.762,0.0
1054.366,523031,4.865,-8.773,0.0
1054.4,523031,4.855,-8.784,0.0
1054.467,523031,4.855,-8.784,0.0
1054.5,523031,4.896,-8.76,0.0
1054.533,523031,4.906,-8.762,0.0
1054.567,523031,4.876,-8.788,0.0
1054.6,523031,4.876,-8.788,0.0
1054.633,523031,4.916,-8.764,0.0
1054.7,523031,7.487,-11.647,0.0
1054.733,523031,7.487,-11.647,0.0
1054.767,523031,7.487,-11.647,0.0
1054.8,523031,7.456,-11.693,0.0
1054.833,523031,7.367,-11.846,0.0
1054.867,523031,7.367,-11.846,0.0
1054.9,523031,7.479,-11.636,0.0
1054.933,523031,7.479,-11.636,0.0
1054.967,523031,7.634,-11.41,0.0
1055.0,523031,7.604,-11.455,0.0
1055.033,523031,7.791,-11.203,0.0
1055.067,523031,7.813,-11.15,0.0
1055.1,523031,7.813,-11.15,0.0
1055.133,523031,7.813,-11.15,0.0
1055.167,523031,7.813,-11.15,0.0
1055.2,523031,7.813,-11.15,0.0
1055.233,523031,7.813,-11.15,0.0
1055.267,523031,7.955,-10.942,0.0
1055.3,523031,7.791,-11.203,0.0
1055.333,523031,7.821,-11.16,0.0
1055.367,523031,7.821,-11.16,0.0
1055.4,523031,7.899,-11.024,0.0
1055.433,523031,7.784,-11.192,0.0
1055.467,523031,7.784,-11.192,0.0
1055.5,523031,7.955,-10.942,0.0
1055.533,523031,7.955,-10.942,0.0
1055.567,523031,8.066,-10.781,0.0
1055.6,523031,8.066,-10.781,0.0
1055.633,523031,8.146,-10.664,0.0
1055.667,523031,8.12,-10.702,0.0
1055.7,523031,8.12,-10.702,0.0
1055.733,523031,8.112,-10.693,0.0
1055.767,523031,8.139,-10.654,0.0
1055.8,523031,8.078,-10.722,0.0
1055.833,523031,8.078,-10.722,0.0
1055.867,523031,8.078,-10.722,0.0
1055.9,523031,7.834,-11.097,0.0
1055.933,523031,7.834,-11.097,0.0
1055.967,523031,7.834,-11.097,0.0
1056.0,523031,7.805,-11.14,0.0
1056.033,523031,7.834,-11.097,0.0
1056.067,523031,7.687,-11.312,0.0
1056.1,523031,7.717,-11.268,0.0
1056.133,523031,7.746,-11.225,0.0
1056.167,523031,7.746,-11.225,0.0
1056.2,523031,7.805,-11.14,0.0
1056.233,523031,7.746,-11.225,0.0
1056.267,523031,7.746,-11.225,0.0
1056.3,523031,7.842,-11.108,0.0
1056.333,523031,7.842,-11.108,0.0
1056.367,523031,7.805,-11.14,0.0
1056.4,523031,7.805,-11.14,0.0
1056.433,523031,7.919,-10.973,0.0
1056.467,523031,7.805,-11.14,0.0
1056.5,523031,7.813,-11.15,0.0
1056.533,523031,7.805,-11.14,0.0
1056.567,523031,7.805,-11.14,0.0
1056.6,523031,7.74,-11.299,0.0
1056.633,523031,7.74,-11.299,0.0
1056.667,523031,7.74,-11.299,0.0
1056.7,523031,7.74,-11.299,0.0
1056.733,523031,7.666,-11.452,0.0
1056.767,523031,8.446,-10.346,0.0
1056.8,523031,8.446,-10.346,0.0
1056.833,523031,8.446,-10.346,0.0
1056.867,523031,8.668,-10.039,0.0
1056.9,523031,8.818,-9.856,0.0
1056.933,523031,8.818,-9.856,0.0
1056.967,523031,8.818,-9.856,0.0
1057.0,523031,8.643,-10.135,0.0
1057.033,523031,8.408,-10.505,0.0
1057.067,523031,8.451,-10.421,0.0
1057.1,523031,8.451,-10.421,0.0
1057.133,523031,8.408,-10.505,0.0
1057.167,523031,8.696,-10.076,0.0
1057.2,523031,8.719,-10.041,0.0
1057.233,523031,8.657,-10.154,0.0
1057.267,523031,8.373,-10.599,0.0
1057.3,523031,8.38,-10.609,0.0
1057.333,523031,8.398,-10.561,0.0
1057.367,523031,8.307,-10.802,0.0
1057.4,523031,8.457,-10.638,0.0
1057.433,523031,8.449,-10.629,0.0
1057.467,523031,8.449,-10.629,0.0
1057.5,523031,8.893,-9.955,0.0
1057.533,523031,8.893,-9.955,0.0
1057.567,523031,8.688,-10.327,0.0
1057.6,523031,8.688,-10.327,0.0
1057.633,523031,8.688,-10.327,0.0
1057.667,523031,8.688,-10.327,0.0
1057.7,523031,8.862,-10.101,0.0
1057.733,523031,8.862,-10.101,0.0
1057.767,523031,8.862,-10.101,0.0
1057.8,523031,8.755,-9.775,0.0
1057.833,523031,8.953,-9.788,0.0
1057.867,523031,8.953,-9.788,0.0
1057.9,523031,9.051,-9.621,0.0
1057.933,523031,9.051,-9.621,0.0
1057.967,523031,9.072,-9.59,0.0
1058.0,523031,9.072,-9.59,0.0
1058.033,523031,9.051,-9.621,0.0
1058.067,523031,9.079,-9.599,0.0
1058.1,523031,9.079,-9.599,0.0
1058.133,523031,9.079,-9.599,0.0
1058.167,523031,9.079,-9.599,0.0
1058.2,523031,9.126,-9.546,0.0
1058.233,523031,9.051,-9.679,0.0
1058.267,523031,9.051,-9.679,0.0
1058.3,523031,9.085,-9.608,0.0
1058.333,523031,9.065,-9.639,0.0
1058.367,523031,9.079,-9.599,0.0
1058.4,523031,9.099,-9.568,0.0
1058.433,523031,9.133,-9.498,0.0
1058.467,523031,9.16,-9.476,0.0
1058.5,523031,9.16,-9.476,0.0
1058.533,523031,9.16,-9.476,0.0
