Time,ID,world_x,world_y,world_z
66.567,523026,9.633,-7.308,0.0
66.6,523026,9.594,-7.297,0.0
66.633,523026,9.588,-7.284,0.0
66.666,523026,9.552,-7.246,0.0
66.733,523026,9.552,-7.246,0.0
66.767,523026,9.571,-7.251,0.0
66.8,523026,9.566,-7.248,0.0
66.834,523026,9.562,-7.245,0.0
66.867,523026,9.557,-7.242,0.0
66.9,523026,9.552,-7.239,0.0
66.934,523026,9.547,-7.236,0.0
66.967,523026,9.543,-7.233,0.0
67.0,523026,9.538,-7.23,0.0
67.034,523026,9.533,-7.228,0.0
67.067,523026,9.528,-7.225,0.0
67.1,523026,9.524,-7.222,0.0
67.134,523026,9.519,-7.219,0.0
67.167,523026,9.514,-7.216,0.0
67.2,523026,9.509,-7.213,0.0
67.234,523026,9.505,-7.21,0.0
67.267,523026,9.5,-7.207,0.0
67.3,523026,9.495,-7.204,0.0
67.334,523026,9.491,-7.201,0.0
67.367,523026,9.486,-7.198,0.0
67.4,523026,9.481,-7.195,0.0
67.434,523026,9.476,-7.192,0.0
67.467,523026,9.472,-7.189,0.0
67.5,523026,9.467,-7.186,0.0
67.534,523026,9.462,-7.183,0.0
67.567,523026,9.457,-7.181,0.0
67.6,523026,9.453,-7.178,0.0
67.634,523026,9.448,-7.175,0.0
67.667,523026,9.443,-7.172,0.0
67.7,523026,9.439,-7.169,0.0
67.734,523026,9.434,-7.166,0.0
67.767,523026,9.429,-7.163,0.0
67.8,523026,9.424,-7.16,0.0
67.834,523026,9.42,-7.157,0.0
67.867,523026,9.415,-7.154,0.0
67.9,523026,9.41,-7.151,0.0
67.934,523026,9.405,-7.148,0.0
67.967,523026,9.401,-7.145,0.0
68.0,523026,9.396,-7.142,0.0
68.034,523026,9.391,-7.139,0.0
68.067,523026,9.386,-7.136,0.0
68.1,523026,9.382,-7.134,0.0
68.134,523026,9.377,-7.131,0.0
68.167,523026,9.372,-7.128,0.0
68.2,523026,9.368,-7.125,0.0
68.234,523026,9.363,-7.122,0.0
68.267,523026,9.358,-7.119,0.0
68.3,523026,9.353,-7.116,0.0
68.334,523026,9.349,-7.113,0.0
68.367,523026,9.344,-7.11,0.0
68.4,523026,9.339,-7.107,0.0
68.434,523026,9.334,-7.104,0.0
68.467,523026,9.33,-7.101,0.0
68.5,523026,9.325,-7.098,0.0
68.534,523026,9.32,-7.095,0.0
68.567,523026,9.315,-7.092,0.0
68.6,523026,9.311,-7.089,0.0
68.634,523026,9.306,-7.087,0.0
68.667,523026,9.301,-7.084,0.0
68.7,523026,9.297,-7.081,0.0
68.734,523026,9.292,-7.078,0.0
68.767,523026,9.287,-7.075,0.0
68.8,523026,9.282,-7.072,0.0
68.834,523026,9.278,-7.069,0.0
68.867,523026,9.273,-7.066,0.0
68.9,523026,9.268,-7.063,0.0
68.934,523026,9.263,-7.06,0.0
68.967,523026,9.259,-7.057,0.0
69.0,523026,9.254,-7.054,0.0
69.034,523026,9.249,-7.051,0.0
69.067,523026,9.245,-7.048,0.0
69.1,523026,9.24,-7.045,0.0
69.134,523026,9.235,-7.043,0.0
69.167,523026,9.23,-7.04,0.0
69.2,523026,9.226,-7.037,0.0
69.234,523026,9.221,-7.034,0.0
69.267,523026,9.216,-7.031,0.0
69.3,523026,9.211,-7.028,0.0
69.334,523026,9.207,-7.025,0.0
69.367,523026,9.202,-7.022,0.0
69.4,523026,9.197,-7.019,0.0
69.434,523026,9.192,-7.016,0.0
69.467,523026,9.188,-7.013,0.0
69.5,523026,9.183,-7.01,0.0
69.534,523026,9.178,-7.007,0.0
69.567,523026,9.174,-7.004,0.0
69.6,523026,9.169,-7.001,0.0
69.634,523026,9.164,-6.998,0.0
69.667,523026,9.159,-6.996,0.0
69.7,523026,9.155,-6.993,0.0
69.734,523026,9.15,-6.99,0.0
69.767,523026,9.145,-6.987,0.0
69.8,523026,9.14,-6.984,0.0
69.834,523026,9.136,-6.981,0.0
69.867,523026,9.131,-6.978,0.0
69.9,523026,9.126,-6.975,0.0
69.934,523026,9.121,-6.972,0.0
69.967,523026,9.117,-6.969,0.0
70.0,523026,9.112,-6.966,0.0
70.034,523026,9.107,-6.963,0.0
70.067,523026,9.103,-6.96,0.0
70.1,523026,9.098,-6.957,0.0
70.134,523026,9.093,-6.954,0.0
70.167,523026,9.088,-6.951,0.0
70.2,523026,9.084,-6.949,0.0
70.234,523026,9.079,-6.946,0.0
70.267,523026,9.074,-6.943,0.0
70.3,523026,9.069,-6.94,0.0
70.334,523026,9.065,-6.937,0.0
70.367,523026,9.06,-6.934,0.0
70.4,523026,9.055,-6.931,0.0
70.434,523026,9.051,-6.928,0.0
70.467,523026,9.046,-6.925,0.0
70.5,523026,9.041,-6.922,0.0
70.534,523026,9.036,-6.919,0.0
70.567,523026,9.032,-6.916,0.0
70.6,523026,9.027,-6.913,0.0
70.634,523026,9.022,-6.91,0.0
70.667,523026,9.017,-6.907,0.0
70.7,523026,9.013,-6.904,0.0
70.734,523026,9.008,-6.902,0.0
70.767,523026,9.003,-6.899,0.0
70.8,523026,8.998,-6.896,0.0
70.834,523026,8.994,-6.893,0.0
70.867,523026,8.989,-6.89,0.0
70.9,523026,8.984,-6.887,0.0
70.934,523026,8.98,-6.884,0.0
70.967,523026,8.975,-6.881,0.0
71.0,523026,8.97,-6.878,0.0
71.034,523026,8.965,-6.875,0.0
71.067,523026,8.961,-6.872,0.0
71.1,523026,8.956,-6.869,0.0
71.134,523026,8.951,-6.866,0.0
71.167,523026,8.946,-6.863,0.0
71.2,523026,8.942,-6.86,0.0
71.234,523026,8.937,-6.857,0.0
71.267,523026,8.932,-6.855,0.0
71.3,523026,8.927,-6.852,0.0
71.334,523026,8.923,-6.849,0.0
71.367,523026,8.918,-6.846,0.0
71.4,523026,8.913,-6.843,0.0
71.434,523026,8.909,-6.84,0.0
71.467,523026,8.904,-6.837,0.0
71.5,523026,8.899,-6.834,0.0
71.534,523026,8.894,-6.831,0.0
71.567,523026,8.89,-6.828,0.0
71.6,523026,8.885,-6.825,0.0
71.634,523026,8.88,-6.822,0.0
71.667,523026,8.875,-6.819,0.0
71.7,523026,8.871,-6.816,0.0
71.734,523026,8.866,-6.813,0.0
71.767,523026,8.861,-6.811,0.0
71.8,523026,8.857,-6.808,0.0
71.834,523026,8.852,-6.805,0.0
71.867,523026,8.847,-6.802,0.0
71.9,523026,8.842,-6.799,0.0
71.934,523026,8.838,-6.796,0.0
71.967,523026,8.833,-6.793,0.0
72.0,523026,8.828,-6.79,0.0
72.034,523026,8.823,-6.787,0.0
72.067,523026,8.819,-6.784,0.0
72.1,523026,8.814,-6.781,0.0
72.134,523026,8.809,-6.778,0.0
72.167,523026,8.804,-6.775,0.0
72.2,523026,8.8,-6.772,0.0
72.234,523026,8.795,-6.769,0.0
72.267,523026,8.79,-6.766,0.0
72.3,523026,8.786,-6.764,0.0
72.334,523026,8.781,-6.761,0.0
72.367,523026,8.776,-6.758,0.0
72.4,523026,8.771,-6.755,0.0
72.434,523026,8.767,-6.752,0.0
72.467,523026,8.762,-6.749,0.0
72.5,523026,8.757,-6.746,0.0
72.534,523026,8.752,-6.743,0.0
72.567,523026,8.748,-6.74,0.0
72.6,523026,8.743,-6.737,0.0
72.634,523026,8.738,-6.734,0.0
72.667,523026,8.733,-6.731,0.0
72.7,523026,8.729,-6.728,0.0
72.734,523026,8.724,-6.725,0.0
72.767,523026,8.719,-6.722,0.0
72.8,523026,8.715,-6.719,0.0
72.834,523026,8.71,-6.717,0.0
72.867,523026,8.705,-6.714,0.0
72.9,523026,8.7,-6.711,0.0
72.934,523026,8.696,-6.708,0.0
72.967,523026,8.691,-6.705,0.0
73.0,523026,8.686,-6.702,0.0
73.034,523026,8.681,-6.699,0.0
73.067,523026,8.677,-6.696,0.0
73.1,523026,8.672,-6.693,0.0
73.134,523026,8.667,-6.69,0.0
73.167,523026,8.663,-6.687,0.0
73.2,523026,8.658,-6.684,0.0
73.234,523026,8.653,-6.681,0.0
73.267,523026,8.648,-6.678,0.0
73.3,523026,8.644,-6.675,0.0
73.334,523026,8.639,-6.672,0.0
73.367,523026,8.634,-6.67,0.0
73.4,523026,8.629,-6.667,0.0
73.434,523026,8.625,-6.664,0.0
73.467,523026,8.62,-6.661,0.0
73.5,523026,8.615,-6.658,0.0
73.534,523026,8.61,-6.655,0.0
73.567,523026,8.606,-6.652,0.0
73.6,523026,8.601,-6.649,0.0
73.7,523026,8.601,-6.649,0.0
73.733,523026,8.601,-6.649,0.0
73.833,523026,8.362,-6.492,0.0
73.866,523026,8.444,-6.46,0.0
73.9,523026,8.527,-6.428,0.0
73.933,523026,8.61,-6.397,0.0
73.966,523026,8.692,-6.365,0.0
74.033,523026,8.692,-6.365,0.0
74.066,523026,8.712,-6.32,0.0
74.1,523026,8.733,-6.275,0.0
74.133,523026,8.753,-6.23,0.0
74.166,523026,8.773,-6.185,0.0
74.2,523026,8.794,-6.14,0.0
74.233,523026,8.814,-6.095,0.0
74.266,523026,8.834,-6.05,0.0
74.3,523026,8.855,-6.005,0.0
74.333,523026,8.875,-5.96,0.0
74.366,523026,8.895,-5.915,0.0
74.4,523026,8.916,-5.87,0.0
74.433,523026,8.936,-5.825,0.0
74.466,523026,8.956,-5.78,0.0
74.5,523026,8.977,-5.735,0.0
74.533,523026,8.997,-5.69,0.0
74.566,523026,9.017,-5.645,0.0
74.6,523026,9.038,-5.6,0.0
74.633,523026,9.058,-5.555,0.0
74.666,523026,9.078,-5.51,0.0
74.7,523026,9.099,-5.465,0.0
74.733,523026,9.119,-5.42,0.0
74.766,523026,9.139,-5.375,0.0
74.8,523026,9.159,-5.33,0.0
74.833,523026,9.18,-5.285,0.0
74.866,523026,9.2,-5.24,0.0
74.9,523026,9.22,-5.195,0.0
74.933,523026,9.241,-5.15,0.0
74.966,523026,9.261,-5.105,0.0
75.0,523026,9.281,-5.06,0.0
75.033,523026,9.302,-5.015,0.0
75.066,523026,9.322,-4.97,0.0
75.1,523026,9.342,-4.925,0.0
75.133,523026,9.363,-4.88,0.0
75.166,523026,9.383,-4.835,0.0
75.2,523026,9.403,-4.79,0.0
75.233,523026,9.424,-4.745,0.0
75.266,523026,9.444,-4.7,0.0
75.3,523026,9.464,-4.655,0.0
75.333,523026,9.485,-4.61,0.0
75.366,523026,9.505,-4.565,0.0
75.4,523026,9.525,-4.52,0.0
75.433,523026,9.546,-4.475,0.0
75.466,523026,9.566,-4.43,0.0
75.5,523026,9.586,-4.385,0.0
75.533,523026,9.607,-4.339,0.0
75.566,523026,9.627,-4.294,0.0
75.6,523026,9.647,-4.249,0.0
75.633,523026,9.668,-4.204,0.0
75.666,523026,9.688,-4.159,0.0
75.7,523026,9.708,-4.114,0.0
75.733,523026,9.729,-4.069,0.0
75.766,523026,9.749,-4.024,0.0
75.8,523026,9.769,-3.979,0.0
75.833,523026,9.79,-3.934,0.0
75.866,523026,9.81,-3.889,0.0
75.9,523026,9.83,-3.844,0.0
75.933,523026,9.851,-3.799,0.0
75.966,523026,9.871,-3.754,0.0
76.0,523026,9.891,-3.709,0.0
76.033,523026,9.912,-3.664,0.0
76.066,523026,9.932,-3.619,0.0
76.1,523026,9.952,-3.574,0.0
76.133,523026,9.973,-3.529,0.0
76.166,523026,9.993,-3.484,0.0
76.2,523026,10.013,-3.439,0.0
76.233,523026,10.034,-3.394,0.0
76.266,523026,10.054,-3.349,0.0
76.3,523026,10.074,-3.304,0.0
76.333,523026,10.094,-3.259,0.0
76.366,523026,10.115,-3.214,0.0
76.4,523026,10.135,-3.169,0.0
76.433,523026,10.155,-3.124,0.0
76.466,523026,10.176,-3.079,0.0
76.5,523026,10.196,-3.034,0.0
76.533,523026,10.216,-2.989,0.0
76.566,523026,10.237,-2.944,0.0
76.6,523026,10.257,-2.899,0.0
76.633,523026,10.277,-2.854,0.0
76.666,523026,10.298,-2.809,0.0
76.7,523026,10.318,-2.764,0.0
76.733,523026,10.338,-2.719,0.0
76.766,523026,10.359,-2.674,0.0
76.8,523026,10.379,-2.629,0.0
76.833,523026,10.399,-2.584,0.0
76.866,523026,10.42,-2.539,0.0
76.9,523026,10.44,-2.494,0.0
76.933,523026,10.46,-2.449,0.0
76.966,523026,10.481,-2.404,0.0
77.0,523026,10.501,-2.359,0.0
77.067,523026,10.501,-2.359,0.0
77.1,523026,10.493,-2.368,0.0
77.134,523026,10.485,-2.376,0.0
77.167,523026,10.477,-2.385,0.0
77.2,523026,10.469,-2.394,0.0
77.234,523026,10.461,-2.402,0.0
77.267,523026,10.452,-2.411,0.0
77.3,523026,10.444,-2.42,0.0
77.334,523026,10.436,-2.428,0.0
77.367,523026,10.428,-2.437,0.0
77.4,523026,10.42,-2.446,0.0
77.434,523026,10.412,-2.454,0.0
77.467,523026,10.404,-2.463,0.0
77.5,523026,10.396,-2.471,0.0
77.534,523026,10.388,-2.48,0.0
77.567,523026,10.38,-2.489,0.0
77.6,523026,10.372,-2.497,0.0
77.634,523026,10.364,-2.506,0.0
77.667,523026,10.355,-2.515,0.0
77.7,523026,10.347,-2.523,0.0
77.734,523026,10.339,-2.532,0.0
77.767,523026,10.331,-2.541,0.0
77.8,523026,10.323,-2.549,0.0
77.834,523026,10.315,-2.558,0.0
77.867,523026,10.307,-2.567,0.0
77.9,523026,10.299,-2.575,0.0
77.934,523026,10.291,-2.584,0.0
77.967,523026,10.283,-2.593,0.0
78.0,523026,10.275,-2.601,0.0
78.034,523026,10.267,-2.61,0.0
78.067,523026,10.258,-2.619,0.0
78.1,523026,10.25,-2.627,0.0
78.134,523026,10.242,-2.636,0.0
78.167,523026,10.234,-2.645,0.0
78.2,523026,10.226,-2.653,0.0
78.234,523026,10.218,-2.662,0.0
78.267,523026,10.21,-2.67,0.0
78.3,523026,10.202,-2.679,0.0
78.334,523026,10.194,-2.688,0.0
78.367,523026,10.186,-2.696,0.0
78.4,523026,10.178,-2.705,0.0
78.434,523026,10.17,-2.714,0.0
78.467,523026,10.161,-2.722,0.0
78.5,523026,10.153,-2.731,0.0
78.534,523026,10.145,-2.74,0.0
78.567,523026,10.137,-2.748,0.0
78.6,523026,10.129,-2.757,0.0
78.634,523026,10.121,-2.766,0.0
78.667,523026,10.113,-2.774,0.0
78.7,523026,10.105,-2.783,0.0
78.734,523026,10.097,-2.792,0.0
78.767,523026,10.089,-2.8,0.0
78.8,523026,10.081,-2.809,0.0
78.834,523026,10.072,-2.818,0.0
78.867,523026,10.064,-2.826,0.0
78.9,523026,10.056,-2.835,0.0
78.934,523026,10.048,-2.843,0.0
78.967,523026,10.04,-2.852,0.0
79.0,523026,10.032,-2.861,0.0
79.034,523026,10.024,-2.869,0.0
79.067,523026,10.016,-2.878,0.0
79.1,523026,10.008,-2.887,0.0
79.134,523026,10.0,-2.895,0.0
79.167,523026,9.992,-2.904,0.0
79.2,523026,9.984,-2.913,0.0
79.234,523026,9.975,-2.921,0.0
79.267,523026,9.967,-2.93,0.0
79.3,523026,9.959,-2.939,0.0
79.334,523026,9.951,-2.947,0.0
79.367,523026,9.943,-2.956,0.0
79.4,523026,9.935,-2.965,0.0
79.434,523026,9.927,-2.973,0.0
79.467,523026,9.919,-2.982,0.0
79.5,523026,9.911,-2.991,0.0
79.534,523026,9.903,-2.999,0.0
79.567,523026,9.895,-3.008,0.0
79.6,523026,9.887,-3.017,0.0
79.634,523026,9.878,-3.025,0.0
79.667,523026,9.87,-3.034,0.0
79.7,523026,9.862,-3.042,0.0
79.734,523026,9.854,-3.051,0.0
79.767,523026,9.846,-3.06,0.0
79.8,523026,9.838,-3.068,0.0
79.834,523026,9.83,-3.077,0.0
79.867,523026,9.822,-3.086,0.0
79.9,523026,9.814,-3.094,0.0
79.934,523026,9.806,-3.103,0.0
79.967,523026,9.798,-3.112,0.0
80.0,523026,9.79,-3.12,0.0
