Time,ID,world_x,world_y,world_z
40.067,523006,3.924,-4.071,0.0
40.1,523006,3.917,-4.081,0.0
40.133,523006,3.918,-4.083,0.0
40.167,523006,3.929,-4.086,0.0
40.2,523006,3.926,-4.074,0.0
40.233,523006,3.923,-4.068,0.0
40.267,523006,3.926,-4.074,0.0
40.3,523006,3.932,-4.075,0.0
40.333,523006,3.932,-4.075,0.0
40.367,523006,3.925,-4.061,0.0
40.4,523006,3.927,-4.077,0.0
40.433,523006,3.933,-4.077,0.0
40.467,523006,3.913,-4.079,0.0
40.5,523006,3.921,-4.065,0.0
40.533,523006,3.921,-4.065,0.0
40.567,523006,3.914,-4.069,0.0
40.6,523006,3.919,-4.08,0.0
40.633,523006,3.927,-4.09,0.0
40.667,523006,3.93,-4.095,0.0
40.7,523006,3.937,-4.109,0.0
40.733,523006,3.937,-4.109,0.0
40.767,523006,3.952,-4.14,0.0
40.8,523006,3.966,-4.181,0.0
40.833,523006,3.988,-4.206,0.0
40.867,523006,3.972,-4.204,0.0
40.9,523006,3.981,-4.211,0.0
40.933,523006,3.979,-4.212,0.0
40.967,523006,3.983,-4.22,0.0
41.0,523006,3.998,-4.238,0.0
41.033,523006,4.007,-4.251,0.0
41.067,523006,4.05,-4.227,0.0
41.1,523006,4.112,-4.244,0.0
41.133,523006,4.112,-4.244,0.0
41.167,523006,4.168,-4.253,0.0
41.2,523006,4.197,-4.271,0.0
41.233,523006,4.206,-4.269,0.0
41.267,523006,4.203,-4.283,0.0
41.3,523006,4.205,-4.293,0.0
41.333,523006,4.205,-4.293,0.0
41.367,523006,4.215,-4.3,0.0
41.4,523006,4.231,-4.319,0.0
41.433,523006,4.228,-4.333,0.0
41.467,523006,4.246,-4.342,0.0
41.5,523006,4.279,-4.353,0.0
41.533,523006,4.279,-4.353,0.0
41.567,523006,4.293,-4.353,0.0
41.6,523006,4.334,-4.373,0.0
41.633,523006,4.425,-4.365,0.0
41.667,523006,4.501,-4.372,0.0
41.7,523006,4.558,-4.373,0.0
41.733,523006,4.558,-4.373,0.0
41.767,523006,4.562,-4.383,0.0
41.8,523006,4.58,-4.411,0.0
41.833,523006,4.584,-4.443,0.0
41.867,523006,4.605,-4.453,0.0
41.9,523006,4.618,-4.479,0.0
41.933,523006,4.618,-4.479,0.0
41.967,523006,4.63,-4.487,0.0
42.0,523006,4.646,-4.495,0.0
42.033,523006,4.66,-4.506,0.0
42.067,523006,4.706,-4.523,0.0
42.1,523006,4.764,-4.535,0.0
42.133,523006,4.764,-4.535,0.0
42.167,523006,4.862,-4.534,0.0
42.2,523006,4.959,-4.549,0.0
42.233,523006,4.991,-4.575,0.0
42.267,523006,5.016,-4.606,0.0
42.3,523006,5.029,-4.623,0.0
42.333,523006,5.034,-4.622,0.0
42.367,523006,5.033,-4.63,0.0
42.4,523006,5.043,-4.651,0.0
42.433,523006,5.042,-4.659,0.0
42.467,523006,5.052,-4.669,0.0
42.5,523006,5.051,-4.688,0.0
42.533,523006,5.056,-4.688,0.0
42.567,523006,5.064,-4.694,0.0
42.6,523006,5.129,-4.714,0.0
42.633,523006,5.149,-4.735,0.0
