Time,ID,world_x,world_y,world_z
126.633,523017,3.325,-2.751,0.0
126.666,523017,3.326,-2.764,0.0
126.7,523017,3.326,-2.778,0.0
126.767,523017,3.326,-2.778,0.0
126.8,523017,3.326,-2.804,0.0
126.833,523017,3.35,-2.816,0.0
126.867,523017,3.353,-2.834,0.0
126.9,523017,3.378,-2.833,0.0
126.933,523017,3.378,-2.833,0.0
126.967,523017,3.4,-2.834,0.0
127.0,523017,3.42,-2.874,0.0
127.033,523017,3.456,-2.896,0.0
127.067,523017,3.474,-2.965,0.0
127.1,523017,3.492,-3.007,0.0
127.133,523017,3.492,-3.007,0.0
127.167,523017,3.502,-3.04,0.0
127.2,523017,3.518,-3.041,0.0
127.233,523017,3.56,-3.053,0.0
127.267,523017,3.574,-3.048,0.0
127.3,523017,3.608,-3.015,0.0
127.333,523017,3.612,-3.015,0.0
127.367,523017,3.585,-3.063,0.0
127.4,523017,3.657,-3.087,0.0
127.433,523017,3.714,-3.145,0.0
127.467,523017,3.747,-3.198,0.0
127.5,523017,3.82,-3.259,0.0
127.533,523017,3.82,-3.259,0.0
127.567,523017,3.869,-3.306,0.0
127.6,523017,3.886,-3.332,0.0
127.633,523017,3.885,-3.353,0.0
127.667,523017,3.885,-3.362,0.0
127.7,523017,3.923,-3.356,0.0
127.733,523017,3.925,-3.351,0.0
127.767,523017,3.929,-3.368,0.0
127.8,523017,3.954,-3.356,0.0
127.833,523017,3.978,-3.351,0.0
127.867,523017,4.001,-3.382,0.0
127.9,523017,4.098,-3.4,0.0
127.933,523017,4.098,-3.4,0.0
127.967,523017,4.082,-3.44,0.0
128.0,523017,4.089,-3.448,0.0
128.033,523017,4.101,-3.479,0.0
128.067,523017,4.134,-3.522,0.0
128.1,523017,4.161,-3.544,0.0
128.133,523017,4.161,-3.544,0.0
128.167,523017,4.156,-3.559,0.0
128.2,523017,4.168,-3.574,0.0
128.233,523017,4.243,-3.583,0.0
128.267,523017,4.288,-3.613,0.0
128.3,523017,4.364,-3.625,0.0
128.333,523017,4.364,-3.625,0.0
128.367,523017,4.432,-3.634,0.0
128.4,523017,4.435,-3.706,0.0
128.433,523017,4.53,-3.718,0.0
128.467,523017,4.568,-3.757,0.0
128.5,523017,4.617,-3.826,0.0
128.533,523017,4.617,-3.826,0.0
128.567,523017,4.643,-3.88,0.0
128.6,523017,4.639,-3.89,0.0
128.633,523017,4.658,-3.9,0.0
128.667,523017,4.695,-3.886,0.0
128.7,523017,4.727,-3.878,0.0
128.733,523017,4.727,-3.878,0.0
128.767,523017,4.795,-3.88,0.0
128.8,523017,4.83,-3.906,0.0
128.833,523017,4.873,-3.961,0.0
128.867,523017,4.898,-4.001,0.0
128.9,523017,4.91,-4.049,0.0
128.933,523017,4.91,-4.049,0.0
128.967,523017,4.95,-4.075,0.0
129.0,523017,4.954,-4.104,0.0
129.033,523017,4.978,-4.132,0.0
129.067,523017,4.99,-4.145,0.0
129.1,523017,5.012,-4.157,0.0
129.133,523017,5.012,-4.157,0.0
129.167,523017,5.052,-4.159,0.0
129.2,523017,5.043,-4.208,0.0
129.233,523017,5.103,-4.228,0.0
129.267,523017,5.217,-4.223,0.0
129.3,523017,5.304,-4.252,0.0
129.333,523017,5.304,-4.252,0.0
129.367,523017,5.352,-4.3,0.0
129.4,523017,5.389,-4.337,0.0
129.433,523017,5.444,-4.371,0.0
129.467,523017,5.464,-4.398,0.0
129.5,523017,5.474,-4.419,0.0
129.533,523017,5.48,-4.418,0.0
129.567,523017,5.512,-4.483,0.0
129.6,523017,5.514,-4.487,0.0
129.633,523017,5.547,-4.487,0.0
129.667,523017,5.582,-4.491,0.0
129.7,523017,5.634,-4.488,0.0
129.733,523017,5.634,-4.488,0.0
129.767,523017,5.673,-4.483,0.0
129.8,523017,5.723,-4.498,0.0
129.833,523017,5.747,-4.563,0.0
129.867,523017,5.846,-4.661,0.0
129.9,523017,5.848,-4.711,0.0
129.933,523017,5.85,-4.715,0.0
129.967,523017,5.832,-4.734,0.0
130.0,523017,5.879,-4.744,0.0
130.033,523017,5.934,-4.753,0.0
130.067,523017,5.935,-4.785,0.0
130.1,523017,5.958,-4.801,0.0
130.133,523017,5.906,-4.813,0.0
130.167,523017,5.95,-4.829,0.0
130.2,523017,5.966,-4.832,0.0
130.233,523017,5.999,-4.839,0.0
130.267,523017,6.128,-4.869,0.0
130.3,523017,6.218,-4.893,0.0
130.333,523017,6.213,-4.898,0.0
130.367,523017,6.296,-4.919,0.0
130.4,523017,6.233,-4.939,0.0
130.433,523017,6.276,-4.929,0.0
130.467,523017,6.296,-4.919,0.0
130.5,523017,6.284,-4.928,0.0
130.533,523017,6.284,-4.928,0.0
130.567,523017,6.296,-4.919,0.0
130.6,523017,6.329,-4.917,0.0
130.633,523017,6.327,-4.932,0.0
130.667,523017,6.38,-4.935,0.0
130.7,523017,6.442,-4.957,0.0
130.733,523017,6.442,-4.957,0.0
130.767,523017,6.553,-5.003,0.0
130.8,523017,6.611,-5.046,0.0
130.833,523017,6.658,-5.105,0.0
130.867,523017,6.67,-5.149,0.0
130.9,523017,6.717,-5.169,0.0
130.933,523017,6.717,-5.169,0.0
130.967,523017,6.731,-5.179,0.0
131.0,523017,6.743,-5.184,0.0
131.033,523017,6.731,-5.198,0.0
131.067,523017,6.748,-5.213,0.0
131.1,523017,6.765,-5.228,0.0
131.133,523017,6.765,-5.228,0.0
131.167,523017,6.786,-5.233,0.0
131.2,523017,6.808,-5.239,0.0
131.233,523017,6.874,-5.256,0.0
131.267,523017,6.888,-5.266,0.0
131.3,523017,7.07,-5.288,0.0
131.333,523017,7.07,-5.288,0.0
131.367,523017,7.117,-5.3,0.0
131.4,523017,7.099,-5.284,0.0
131.433,523017,7.148,-5.275,0.0
131.467,523017,7.183,-5.282,0.0
131.5,523017,7.201,-5.251,0.0
131.533,523017,7.201,-5.251,0.0
131.567,523017,7.206,-5.262,0.0
131.6,523017,7.253,-5.268,0.0
131.633,523017,7.25,-5.284,0.0
131.667,523017,7.254,-5.316,0.0
131.7,523017,7.31,-5.339,0.0
131.733,523017,7.308,-5.334,0.0
131.767,523017,7.4,-5.359,0.0
131.8,523017,7.446,-5.431,0.0
131.833,523017,7.587,-5.477,0.0
131.867,523017,7.594,-5.515,0.0
131.9,523017,7.609,-5.521,0.0
131.933,523017,7.609,-5.521,0.0
