Time,ID,world_x,world_y,world_z
198.367,523022,3.973,-4.165,0.0
198.4,523022,3.987,-4.186,0.0
198.433,523022,3.99,-4.205,0.0
198.467,523022,4.004,-4.226,0.0
198.5,523022,4.008,-4.241,0.0
198.533,523022,4.009,-4.244,0.0
198.567,523022,4.011,-4.253,0.0
198.6,523022,4.022,-4.262,0.0
198.633,523022,4.036,-4.274,0.0
198.667,523022,4.041,-4.289,0.0
198.7,523022,4.045,-4.297,0.0
198.733,523022,4.045,-4.297,0.0
198.767,523022,4.046,-4.313,0.0
198.8,523022,4.05,-4.321,0.0
198.833,523022,4.056,-4.332,0.0
198.867,523022,4.06,-4.353,0.0
198.9,523022,4.058,-4.366,0.0
198.933,523022,4.058,-4.366,0.0
198.967,523022,4.058,-4.373,0.0
199.0,523022,4.081,-4.382,0.0
199.033,523022,4.104,-4.417,0.0
199.067,523022,4.114,-4.43,0.0
199.1,523022,4.112,-4.44,0.0
199.133,523022,4.112,-4.44,0.0
199.167,523022,4.123,-4.462,0.0
199.2,523022,4.138,-4.475,0.0
199.233,523022,4.163,-4.488,0.0
199.267,523022,4.192,-4.497,0.0
199.3,523022,4.202,-4.511,0.0
199.333,523022,4.202,-4.511,0.0
199.367,523022,4.267,-4.513,0.0
199.4,523022,4.298,-4.529,0.0
199.433,523022,4.34,-4.541,0.0
199.467,523022,4.345,-4.55,0.0
199.5,523022,4.337,-4.567,0.0
199.533,523022,4.337,-4.567,0.0
199.567,523022,4.332,-4.578,0.0
199.6,523022,4.336,-4.58,0.0
199.633,523022,4.358,-4.583,0.0
199.667,523022,4.376,-4.586,0.0
199.7,523022,4.386,-4.591,0.0
199.733,523022,4.386,-4.591,0.0
199.767,523022,4.421,-4.592,0.0
199.8,523022,4.463,-4.591,0.0
199.833,523022,4.566,-4.575,0.0
199.867,523022,4.669,-4.565,0.0
199.9,523022,4.709,-4.562,0.0
199.933,523022,4.71,-4.565,0.0
199.967,523022,4.734,-4.562,0.0
200.0,523022,4.751,-4.57,0.0
200.033,523022,4.746,-4.578,0.0
200.067,523022,4.749,-4.584,0.0
200.1,523022,4.748,-4.592,0.0
200.133,523022,4.748,-4.592,0.0
200.167,523022,4.758,-4.612,0.0
200.2,523022,4.771,-4.62,0.0
200.233,523022,4.8,-4.627,0.0
200.267,523022,4.857,-4.634,0.0
200.3,523022,4.912,-4.645,0.0
200.333,523022,4.916,-4.645,0.0
200.367,523022,4.987,-4.654,0.0
200.4,523022,5.093,-4.661,0.0
200.433,523022,5.148,-4.658,0.0
200.467,523022,5.173,-4.667,0.0
200.5,523022,5.215,-4.678,0.0
200.533,523022,5.215,-4.678,0.0
200.567,523022,5.206,-4.691,0.0
200.6,523022,5.2,-4.711,0.0
200.633,523022,5.212,-4.725,0.0
200.667,523022,5.217,-4.725,0.0
200.7,523022,5.229,-4.727,0.0
200.733,523022,5.229,-4.727,0.0
200.767,523022,5.234,-4.739,0.0
200.8,523022,5.255,-4.737,0.0
200.833,523022,5.3,-4.741,0.0
200.867,523022,5.355,-4.752,0.0
200.9,523022,5.49,-4.753,0.0
200.933,523022,5.49,-4.753,0.0
200.967,523022,5.568,-4.751,0.0
201.0,523022,5.6,-4.752,0.0
201.033,523022,5.645,-4.753,0.0
201.067,523022,5.674,-4.759,0.0
201.1,523022,5.66,-4.769,0.0
201.133,523022,5.66,-4.769,0.0
201.167,523022,5.664,-4.777,0.0
201.2,523022,5.667,-4.798,0.0
201.233,523022,5.684,-4.818,0.0
